,ObsTimeMonth,ObsTimeDay,StnPres,Temperature,T Max,T Max Time,T Min,T Min Time,RH,WS,WD,Precp,SunShine,latitude,altitude
1641,6,30,1008.2,27.7,33.6,2014-06-30 12:00,25.1,2014-06-30 00:09,83,0.6,190,42.0,4.6,24.9976,9.7
1642,7,1,1008.5,28.6,33.8,2014-07-01 12:45,25.3,2014-07-01 03:40,79,1.0,200,0.5,4.7,24.9976,9.7
1643,7,2,1005.5,30.2,36.0,2014-07-02 12:43,25.3,2014-07-02 05:05,72,1.4,230,0.0,10.4,24.9976,9.7
1644,7,3,1002.8,31.2,35.8,2014-07-03 14:31,26.7,2014-07-03 04:28,69,1.2,200,0.0,11.4,24.9976,9.7
1645,7,4,1003.5,29.9,34.1,2014-07-04 12:40,27.2,2014-07-04 04:48,75,1.1,190,T,4.1,24.9976,9.7
1646,7,5,1003.3,30.4,35.3,2014-07-05 13:10,26.0,2014-07-05 04:18,71,1.4,210,0.0,4.4,24.9976,9.7
1647,7,6,1002.1,31.7,37.7,2014-07-06 14:25,27.3,2014-07-06 02:26,68,1.6,200,0.0,11.4,24.9976,9.7
1648,7,7,999.5,31.3,36.3,2014-07-07 11:31,27.2,2014-07-07 05:18,68,2.7,60,0.0,11.9,24.9976,9.7
1649,7,8,996.2,28.8,30.5,2014-07-08 11:04,27.2,2014-07-08 23:59,79,2.1,220,14.5,2.2,24.9976,9.7
1650,7,9,1000.1,31.9,37.5,2014-07-09 12:52,26.2,2014-07-09 01:23,67,2.7,220,0.0,11.1,24.9976,9.7
1651,7,10,1003.1,30.9,34.9,2014-07-10 12:13,27.7,2014-07-10 05:03,74,1.5,230,0.0,6.8,24.9976,9.7
1652,7,11,1004.9,30.1,35.8,2014-07-11 11:22,26.8,2014-07-11 20:09,77,1.3,230,15.5,5.8,24.9976,9.7
1653,7,12,1006.1,30.7,35.7,2014-07-12 12:48,26.1,2014-07-12 04:45,74,1.3,210,0.0,7.4,24.9976,9.7
1654,7,13,1006.8,31.9,36.6,2014-07-13 12:00,27.5,2014-07-13 04:45,67,1.9,240,0.0,11.0,24.9976,9.7
1655,7,14,1008.3,29.3,36.4,2014-07-14 12:41,25.0,2014-07-14 16:26,77,1.3,200,9.5,5.4,24.9976,9.7
1656,7,15,1009.2,29.3,35.2,2014-07-15 13:40,26.0,2014-07-15 23:59,77,0.9,210,0.2,5.9,24.9976,9.7
1657,7,16,1007.1,30.0,35.6,2014-07-16 12:35,25.4,2014-07-16 03:09,69,1.4,60,0.0,6.8,24.9976,9.7
1658,7,17,1005.3,30.8,36.4,2014-07-17 13:47,25.7,2014-07-17 04:22,68,1.5,60,0.0,10.6,24.9976,9.7
1659,7,18,1007.0,30.2,36.0,2014-07-18 12:09,26.1,2014-07-18 17:47,72,1.1,210,14.0,6.1,24.9976,9.7
1660,7,19,1007.9,30.6,36.0,2014-07-19 12:10,25.9,2014-07-19 04:53,67,2.0,60,0.0,11.2,24.9976,9.7
1661,7,20,1006.2,31.6,35.5,2014-07-20 13:48,28.6,2014-07-20 03:28,60,2.7,60,0.0,12.5,24.9976,9.7
1662,7,21,1003.5,31.5,35.8,2014-07-21 14:03,28.6,2014-07-21 05:08,60,3.2,60,0.0,12.5,24.9976,9.7
1663,7,22,999.0,29.6,33.5,2014-07-22 12:26,26.4,2014-07-22 17:53,74,4.2,60,25.5,3.2,24.9976,9.7
1664,7,23,991.6,27.3,29.4,2014-07-23 05:09,26.3,2014-07-23 01:23,83,2.3,60,40.0,0.0,24.9976,9.7
1665,7,24,1000.5,29.9,35.0,2014-07-24 11:45,25.6,2014-07-24 05:59,74,0.8,70,0.0,4.5,24.9976,9.7
1666,7,25,1006.6,28.0,36.0,2014-07-25 11:37,25.1,2014-07-25 19:53,83,1.2,50,64.5,5.8,24.9976,9.7
1667,7,26,1009.3,28.7,34.6,2014-07-26 13:36,24.3,2014-07-26 04:03,78,0.9,70,2.5,6.1,24.9976,9.7
1668,7,27,1007.4,30.2,35.7,2014-07-27 12:42,25.7,2014-07-27 05:27,69,1.8,60,0.0,10.8,24.9976,9.7
1669,7,28,1004.4,30.4,36.1,2014-07-28 13:16,25.3,2014-07-28 04:41,67,2.1,60,0.0,11.7,24.9976,9.7
1670,7,29,1003.7,30.7,34.8,2014-07-29 13:00,26.4,2014-07-29 04:58,67,2.6,60,0.0,11.1,24.9976,9.7
1671,7,30,1002.5,30.4,35.0,2014-07-30 14:12,27.7,2014-07-30 05:11,74,1.8,70,0.5,6.1,24.9976,9.7
1672,7,31,998.8,29.4,33.2,2014-07-31 13:21,25.4,2014-07-31 07:08,79,1.8,220,47.0,4.3,24.9976,9.7
1673,8,1,995.5,31.6,36.9,2014-08-01 14:22,28.1,2014-08-01 05:52,70,3.3,230,0.0,10.7,24.9976,9.7
1674,8,2,998.4,31.1,37.4,2014-08-02 12:25,26.8,2014-08-02 06:07,67,1.5,70,0.0,9.6,24.9976,9.7
1675,8,3,1001.4,29.6,36.9,2014-08-03 12:48,26.6,2014-08-03 23:28,76,1.1,210,6.0,8.0,24.9976,9.7
1676,8,4,1002.4,28.9,33.8,2014-08-04 11:15,26.3,2014-08-04 04:38,83,0.9,190,23.0,3.6,24.9976,9.7
1677,8,5,1003.5,29.2,32.1,2014-08-05 10:21,27.2,2014-08-05 23:30,80,1.0,190,0.5,2.3,24.9976,9.7
1678,8,6,1003.0,29.6,34.0,2014-08-06 14:14,26.9,2014-08-06 00:40,76,0.8,200,4.0,3.7,24.9976,9.7
1679,8,7,1001.5,30.4,34.9,2014-08-07 13:23,26.7,2014-08-07 02:52,75,1.0,210,0.0,9.3,24.9976,9.7
1680,8,8,1000.9,31.1,36.1,2014-08-08 13:47,26.6,2014-08-08 05:23,71,1.4,210,0.0,10.9,24.9976,9.7
1681,8,9,1002.2,31.1,35.5,2014-08-09 15:06,28.5,2014-08-09 06:17,72,1.5,250,0.0,6.0,24.9976,9.7
1682,8,10,1002.3,30.8,34.9,2014-08-10 10:45,27.6,2014-08-10 05:10,73,1.2,250,T,4.6,24.9976,9.7
1683,8,11,1001.6,29.7,34.2,2014-08-11 12:02,27.5,2014-08-11 05:09,76,1.0,230,1.5,1.2,24.9976,9.7
1684,8,12,1000.8,29.6,33.4,2014-08-12 12:10,27.5,2014-08-12 05:55,76,1.6,60,0.5,4.1,24.9976,9.7
1685,8,13,1002.3,28.2,33.8,2014-08-13 10:43,26.2,2014-08-13 23:50,82,1.0,60,14.5,4.2,24.9976,9.7
1686,8,14,1006.2,30.4,35.7,2014-08-14 14:39,25.3,2014-08-14 05:36,71,2.1,220,0.0,10.0,24.9976,9.7
1687,8,15,1008.0,30.6,35.9,2014-08-15 11:34,26.4,2014-08-15 04:55,72,1.3,220,0.0,8.4,24.9976,9.7
1688,8,16,1006.6,29.4,34.8,2014-08-16 10:40,25.8,2014-08-16 15:15,79,0.9,210,25.0,4.8,24.9976,9.7
1689,8,17,1006.0,30.0,33.9,2014-08-17 12:11,26.4,2014-08-17 05:46,75,0.7,60,0.0,3.9,24.9976,9.7
1690,8,18,1008.0,28.0,33.2,2014-08-18 12:42,24.0,2014-08-18 19:27,81,0.9,220,40.0,1.0,24.9976,9.7
1691,8,19,1008.7,26.7,33.1,2014-08-19 13:06,24.2,2014-08-19 05:24,84,0.8,200,19.0,2.5,24.9976,9.7
1692,8,20,1008.7,28.1,33.5,2014-08-20 10:39,24.9,2014-08-20 04:22,80,1.0,70,0.9,3.8,24.9976,9.7
1693,8,21,1009.3,29.4,34.4,2014-08-21 12:40,25.1,2014-08-21 05:32,73,1.0,60,T,8.2,24.9976,9.7
1694,8,22,1009.1,29.7,36.0,2014-08-22 13:12,25.4,2014-08-22 05:28,70,0.9,200,0.0,9.6,24.9976,9.7
1695,8,23,1008.6,29.3,33.3,2014-08-23 14:35,26.5,2014-08-23 05:56,70,0.8,200,0.0,7.0,24.9976,9.7
1696,8,24,1008.5,29.4,35.0,2014-08-24 13:11,25.1,2014-08-24 04:24,72,1.2,190,0.0,6.6,24.9976,9.7
1697,8,25,1009.2,29.9,35.4,2014-08-25 11:41,26.4,2014-08-25 04:20,73,0.9,200,T,7.2,24.9976,9.7
1698,8,26,1009.7,30.4,35.1,2014-08-26 11:58,26.1,2014-08-26 05:13,69,1.3,50,0.0,9.6,24.9976,9.7
1699,8,27,1010.4,29.2,34.9,2014-08-27 11:00,25.8,2014-08-27 23:23,73,1.0,200,0.2,7.8,24.9976,9.7
1700,8,28,1011.5,29.6,34.8,2014-08-28 11:35,25.2,2014-08-28 04:55,71,1.1,20,0.0,6.9,24.9976,9.7
1701,8,29,1010.4,31.1,37.1,2014-08-29 13:34,26.7,2014-08-29 05:42,66,1.5,70,0.0,8.5,24.9976,9.7
1702,8,30,1009.8,29.9,35.2,2014-08-30 12:26,27.1,2014-08-30 05:43,73,1.0,200,0.5,5.9,24.9976,9.7
1703,8,31,1009.0,29.5,35.3,2014-08-31 13:50,25.7,2014-08-31 05:43,71,1.1,200,0.0,7.0,24.9976,9.7
1704,9,1,1009.4,30.2,35.7,2014-09-01 12:27,25.7,2014-09-01 05:42,68,1.1,200,0.0,10.2,24.9976,9.7
1705,9,2,1009.0,30.5,36.3,2014-09-02 13:48,25.6,2014-09-02 06:19,67,1.3,260,0.0,10.1,24.9976,9.7
1706,9,3,1007.2,30.9,35.6,2014-09-03 12:19,26.5,2014-09-03 04:53,68,1.2,230,0.0,10.7,24.9976,9.7
1707,9,4,1006.2,30.1,33.6,2014-09-04 12:06,27.8,2014-09-04 05:49,69,2.2,70,0.0,4.4,24.9976,9.7
1708,9,5,1005.3,31.1,35.9,2014-09-05 14:10,27.6,2014-09-05 04:17,64,2.9,60,0.0,11.1,24.9976,9.7
1709,9,6,1005.8,31.1,35.8,2014-09-06 12:13,28.4,2014-09-06 23:52,65,2.8,60,0.0,10.7,24.9976,9.7
1710,9,7,1007.0,30.0,35.3,2014-09-07 12:44,26.2,2014-09-07 04:26,71,1.3,200,0.0,5.3,24.9976,9.7
1711,9,8,1006.7,30.3,35.6,2014-09-08 13:08,26.1,2014-09-08 05:15,70,1.3,210,0.0,8.4,24.9976,9.7
1712,9,9,1007.0,29.3,35.8,2014-09-09 12:42,26.6,2014-09-09 03:55,74,1.4,200,0.5,5.1,24.9976,9.7
1713,9,10,1007.5,29.2,33.8,2014-09-10 10:27,25.6,2014-09-10 05:43,75,1.2,60,0.0,3.6,24.9976,9.7
1714,9,11,1007.3,30.0,34.7,2014-09-11 11:25,26.0,2014-09-11 05:00,70,1.1,70,0.0,4.1,24.9976,9.7
1715,9,12,1006.9,30.0,34.9,2014-09-12 12:45,26.8,2014-09-12 05:18,72,1.3,220,0.0,3.1,24.9976,9.7
1716,9,13,1006.4,30.1,35.7,2014-09-13 12:53,26.1,2014-09-13 05:20,69,1.3,70,0.0,4.8,24.9976,9.7
1717,9,14,1005.1,30.5,34.6,2014-09-14 14:17,28.0,2014-09-14 01:58,69,3.6,60,T,6.7,24.9976,9.7
1718,9,15,1002.9,31.9,36.3,2014-09-15 12:46,29.4,2014-09-15 00:08,62,3.4,60,0.0,9.9,24.9976,9.7
1719,9,16,1008.0,31.2,36.8,2014-09-16 13:02,27.1,2014-09-16 05:55,67,1.0,210,0.0,6.0,24.9976,9.7
1720,9,17,1011.3,30.6,37.5,2014-09-17 12:02,26.5,2014-09-17 03:52,69,1.9,70,0.0,7.3,24.9976,9.7
1721,9,18,1009.6,30.9,35.6,2014-09-18 12:47,27.5,2014-09-18 04:26,64,3.0,60,0.0,9.6,24.9976,9.7
1722,9,19,1003.7,31.1,35.4,2014-09-19 11:46,28.2,2014-09-19 05:35,62,3.9,60,0.0,9.4,24.9976,9.7
1723,9,20,999.4,31.5,36.4,2014-09-20 12:09,29.2,2014-09-20 02:12,60,3.7,70,0.0,9.1,24.9976,9.7
1724,9,21,996.9,29.0,34.8,2014-09-21 09:50,25.1,2014-09-21 21:17,67,2.1,60,79.5,0.5,24.9976,9.7
1725,9,22,1003.4,26.7,29.4,2014-09-22 13:49,24.6,2014-09-22 09:30,79,1.6,220,85.5,0.6,24.9976,9.7
1726,9,23,1007.3,27.4,32.5,2014-09-23 11:55,25.8,2014-09-23 04:47,77,0.4,200,8.5,1.3,24.9976,9.7
1727,9,24,1010.3,27.3,31.8,2014-09-24 12:56,25.0,2014-09-24 23:37,78,0.5,40,7.5,1.6,24.9976,9.7
1728,9,25,1011.3,27.5,32.7,2014-09-25 11:57,23.7,2014-09-25 05:42,73,1.4,70,1.0,4.2,24.9976,9.7
1729,9,26,1011.3,28.0,32.4,2014-09-26 12:50,26.0,2014-09-26 05:17,68,2.1,70,0.0,6.2,24.9976,9.7
1730,9,27,1011.6,27.4,32.7,2014-09-27 12:08,23.6,2014-09-27 05:38,65,1.9,70,0.0,8.3,24.9976,9.7
1731,9,28,1010.6,27.4,32.7,2014-09-28 13:27,24.4,2014-09-28 05:00,64,2.0,70,0.0,8.7,24.9976,9.7
1732,9,29,1009.2,28.0,33.8,2014-09-29 13:33,22.7,2014-09-29 04:46,64,1.2,60,0.0,8.0,24.9976,9.7
1733,9,30,1010.6,27.5,33.2,2014-09-30 11:14,23.6,2014-09-30 05:37,71,2.6,70,2.5,7.8,24.9976,9.7
1734,10,1,1011.2,26.2,29.1,2014-10-01 14:11,25.0,2014-10-01 08:27,82,2.3,70,1.5,2.3,24.9976,9.7
1735,10,2,1009.0,26.7,30.2,2014-10-02 14:25,24.8,2014-10-02 22:52,73,2.1,70,0.0,3.9,24.9976,9.7
1736,10,3,1009.6,25.8,29.3,2014-10-03 13:54,24.0,2014-10-03 05:40,64,2.4,60,0.0,1.5,24.9976,9.7
1737,10,4,1010.8,24.6,27.2,2014-10-04 10:40,22.3,2014-10-04 01:34,60,1.5,40,0.0,0.8,24.9976,9.7
1738,10,5,1012.9,25.1,28.0,2014-10-05 14:12,22.3,2014-10-05 05:32,64,2.7,60,0.5,2.3,24.9976,9.7
1739,10,6,1016.2,24.4,27.4,2014-10-06 12:59,22.2,2014-10-06 23:12,61,3.4,70,0.3,1.2,24.9976,9.7
1740,10,7,1014.7,23.4,27.3,2014-10-07 13:26,20.9,2014-10-07 06:19,64,2.5,70,0.3,3.0,24.9976,9.7
1741,10,8,1012.1,24.1,26.5,2014-10-08 12:19,22.1,2014-10-08 02:48,69,2.5,70,0.0,0.1,24.9976,9.7
1742,10,9,1009.2,24.0,26.2,2014-10-09 15:41,21.4,2014-10-09 02:53,82,1.9,70,13.5,0.0,24.9976,9.7
1743,10,10,1007.8,25.1,26.9,2014-10-10 12:24,23.7,2014-10-10 20:10,83,2.5,70,19.5,0.3,24.9976,9.7
1744,10,11,1009.1,24.1,25.8,2014-10-11 13:52,23.3,2014-10-11 07:13,82,2.4,50,6.5,0.2,24.9976,9.7
1745,10,12,1010.8,23.2,27.4,2014-10-12 14:46,20.5,2014-10-12 22:51,74,1.4,220,0.5,3.0,24.9976,9.7
1746,10,13,1015.8,22.1,26.5,2014-10-13 11:18,18.9,2014-10-13 06:11,67,1.8,70,0.0,2.6,24.9976,9.7
1747,10,14,1017.9,21.6,25.8,2014-10-14 11:55,19.2,2014-10-14 23:28,60,2.2,60,0.0,6.5,24.9976,9.7
1748,10,15,1017.7,21.5,25.6,2014-10-15 11:55,18.8,2014-10-15 02:18,58,2.6,60,0.0,7.2,24.9976,9.7
1749,10,16,1018.5,21.9,26.2,2014-10-16 12:41,18.3,2014-10-16 04:51,56,2.9,70,0.0,7.8,24.9976,9.7
1750,10,17,1016.8,23.5,26.8,2014-10-17 11:52,19.7,2014-10-17 05:53,67,3.0,70,0.0,3.6,24.9976,9.7
1751,10,18,1015.4,25.2,28.8,2014-10-18 13:52,22.5,2014-10-18 05:13,61,3.0,60,0.0,7.6,24.9976,9.7
1752,10,19,1014.2,25.9,30.1,2014-10-19 12:06,22.1,2014-10-19 06:33,64,2.4,70,0.0,6.8,24.9976,9.7
1753,10,20,1013.0,26.2,33.3,2014-10-20 12:26,20.9,2014-10-20 06:17,71,0.8,200,0.0,7.2,24.9976,9.7
1754,10,21,1013.2,26.6,33.5,2014-10-21 14:29,21.8,2014-10-21 06:16,68,0.9,200,0.0,7.4,24.9976,9.7
1755,10,22,1015.9,23.6,26.2,2014-10-22 08:24,21.7,2014-10-22 20:49,74,2.2,70,0.2,0.4,24.9976,9.7
1756,10,23,1016.2,23.4,25.3,2014-10-23 13:59,22.2,2014-10-23 00:51,62,3.0,70,0.0,0.4,24.9976,9.7
1757,10,24,1015.3,24.0,26.8,2014-10-24 12:03,22.7,2014-10-24 05:17,68,3.1,60,0.0,2.4,24.9976,9.7
1758,10,25,1015.3,24.4,27.6,2014-10-25 12:30,22.9,2014-10-25 03:50,75,2.8,60,0.0,3.4,24.9976,9.7
1759,10,26,1015.2,25.7,31.5,2014-10-26 13:42,21.7,2014-10-26 04:50,73,1.4,200,0.0,4.4,24.9976,9.7
1760,10,27,1017.0,25.2,27.6,2014-10-27 11:01,23.0,2014-10-27 22:34,67,3.6,70,T,1.0,24.9976,9.7
1761,10,28,1017.6,23.5,25.5,2014-10-28 11:47,23.0,2014-10-28 00:18,64,3.6,60,0.0,1.3,24.9976,9.7
1762,10,29,1015.6,26.0,30.1,2014-10-29 13:01,23.2,2014-10-29 00:02,62,3.4,60,0.0,7.2,24.9976,9.7
1763,10,30,1014.1,26.5,31.3,2014-10-30 12:12,21.2,2014-10-30 03:52,59,2.1,60,0.0,7.0,24.9976,9.7
1764,10,31,1012.2,25.7,31.1,2014-10-31 12:32,21.1,2014-10-31 06:06,63,1.5,60,0.0,3.6,24.9976,9.7
1765,11,1,1011.5,25.2,31.3,2014-11-01 12:38,20.8,2014-11-01 04:27,73,2.3,70,0.0,6.4,24.9976,9.7
1766,11,2,1014.7,22.4,24.9,2014-11-02 00:38,20.1,2014-11-02 22:32,82,1.2,60,47.5,0.0,24.9976,9.7
1767,11,3,1017.6,20.6,21.4,2014-11-03 11:36,19.7,2014-11-03 21:36,59,2.5,70,0.0,0.0,24.9976,9.7
1768,11,4,1017.1,20.6,22.8,2014-11-04 13:11,19.3,2014-11-04 02:28,61,1.7,60,0.0,1.0,24.9976,9.7
1769,11,5,1016.6,21.4,26.2,2014-11-05 12:18,18.8,2014-11-05 04:31,60,2.0,70,0.0,7.3,24.9976,9.7
1770,11,6,1017.1,21.5,26.5,2014-11-06 12:23,17.4,2014-11-06 04:12,67,1.5,70,0.0,2.5,24.9976,9.7
1771,11,7,1018.3,22.2,24.6,2014-11-07 10:05,20.9,2014-11-07 01:10,62,2.5,60,0.0,1.0,24.9976,9.7
1772,11,8,1016.1,24.4,28.1,2014-11-08 13:06,21.6,2014-11-08 06:57,65,1.8,70,0.0,0.6,24.9976,9.7
1773,11,9,1017.8,21.6,22.9,2014-11-09 07:56,20.7,2014-11-09 14:35,84,1.3,60,16.5,0.1,24.9976,9.7
1774,11,10,1016.8,21.8,23.9,2014-11-10 12:15,20.6,2014-11-10 23:54,68,2.6,70,0.0,0.1,24.9976,9.7
1775,11,11,1015.5,22.1,25.5,2014-11-11 11:38,20.2,2014-11-11 06:19,66,2.5,70,0.0,7.0,24.9976,9.7
1776,11,12,1017.5,20.3,21.7,2014-11-12 08:47,18.7,2014-11-12 22:56,78,1.9,70,3.0,0.0,24.9976,9.7
1777,11,13,1020.7,17.9,19.0,2014-11-13 00:17,17.0,2014-11-13 09:36,79,2.2,60,16.5,0.0,24.9976,9.7
1778,11,14,1020.5,19.1,20.5,2014-11-14 10:53,17.8,2014-11-14 00:46,73,2.9,60,0.5,0.0,24.9976,9.7
1779,11,15,1019.3,20.7,22.2,2014-11-15 18:14,19.2,2014-11-15 05:12,76,2.3,70,5.5,0.0,24.9976,9.7
1780,11,16,1016.3,21.8,26.8,2014-11-16 12:45,17.9,2014-11-16 05:30,79,1.8,70,5.5,1.3,24.9976,9.7
1781,11,17,1018.8,19.4,21.1,2014-11-17 00:16,17.3,2014-11-17 23:56,86,0.7,70,26.5,0.0,24.9976,9.7
1782,11,18,1021.9,18.2,19.6,2014-11-18 13:04,16.7,2014-11-18 01:24,74,1.7,70,1.5,0.0,24.9976,9.7
1783,11,19,1019.6,20.2,22.5,2014-11-19 11:55,17.9,2014-11-19 01:21,67,2.2,70,0.0,0.5,24.9976,9.7
1784,11,20,1016.7,21.7,25.4,2014-11-20 12:18,19.0,2014-11-20 02:50,74,3.1,60,0.0,6.6,24.9976,9.7
1785,11,21,1015.5,22.2,28.2,2014-11-21 12:24,17.2,2014-11-21 06:03,73,1.3,70,0.0,5.2,24.9976,9.7
1786,11,22,1014.7,24.0,28.8,2014-11-22 13:52,20.1,2014-11-22 03:52,66,2.8,70,0.0,6.8,24.9976,9.7
1787,11,23,1014.7,24.7,29.7,2014-11-23 12:32,19.1,2014-11-23 04:20,63,2.5,70,0.0,6.7,24.9976,9.7
1788,11,24,1013.6,22.5,29.5,2014-11-24 12:46,18.4,2014-11-24 06:00,73,1.0,200,0.0,5.0,24.9976,9.7
1789,11,25,1012.2,22.1,27.4,2014-11-25 13:23,18.0,2014-11-25 05:04,74,1.0,60,0.0,5.1,24.9976,9.7
1790,11,26,1014.0,22.2,25.6,2014-11-26 10:07,18.6,2014-11-26 04:57,73,2.5,60,0.0,2.9,24.9976,9.7
1791,11,27,1014.1,23.2,26.3,2014-11-27 14:08,21.8,2014-11-27 04:04,79,3.0,60,T,1.3,24.9976,9.7
1792,11,28,1013.8,24.2,30.3,2014-11-28 11:45,20.7,2014-11-28 04:50,78,0.9,70,0.0,2.1,24.9976,9.7
1793,11,29,1012.1,25.6,30.8,2014-11-29 13:56,22.0,2014-11-29 06:11,76,0.8,70,0.0,5.1,24.9976,9.7
1794,11,30,1011.7,25.1,29.3,2014-11-30 13:21,22.8,2014-11-30 04:52,77,0.7,250,0.0,1.4,24.9976,9.7
1795,12,1,1018.6,17.6,23.2,2014-12-01 00:01,14.4,2014-12-01 23:57,76,3.0,70,28.5,0.0,24.9976,9.7
1796,12,2,1020.8,15.9,17.6,2014-12-02 23:55,13.7,2014-12-02 03:28,70,3.0,70,3.0,0.0,24.9976,9.7
1797,12,3,1016.0,20.9,24.9,2014-12-03 13:05,17.6,2014-12-03 00:01,68,1.5,60,2.0,1.1,24.9976,9.7
1798,12,4,1022.0,14.6,19.3,2014-12-04 00:48,12.8,2014-12-04 13:51,77,2.5,70,31.5,0.0,24.9976,9.7
1799,12,5,1023.4,14.6,16.6,2014-12-05 12:08,13.6,2014-12-05 04:43,57,3.4,70,0.0,2.9,24.9976,9.7
1800,12,6,1021.2,16.4,19.7,2014-12-06 12:19,13.3,2014-12-06 04:34,57,4.0,70,0.0,5.7,24.9976,9.7
1801,12,7,1018.1,19.9,24.7,2014-12-07 12:37,16.7,2014-12-07 00:56,60,2.5,60,0.0,5.2,24.9976,9.7
1802,12,8,1020.9,17.1,19.1,2014-12-08 00:04,16.1,2014-12-08 19:26,81,3.2,70,2.5,0.0,24.9976,9.7
1803,12,9,1021.0,18.3,20.5,2014-12-09 12:16,16.9,2014-12-09 02:58,80,3.4,70,3.5,0.1,24.9976,9.7
1804,12,10,1017.1,20.6,24.3,2014-12-10 12:34,18.5,2014-12-10 05:23,81,0.8,60,T,1.2,24.9976,9.7
1805,12,11,1019.8,17.3,20.0,2014-12-11 00:01,15.1,2014-12-11 22:23,82,2.0,70,1.5,0.0,24.9976,9.7
1806,12,12,1024.6,13.6,15.1,2014-12-12 00:03,12.6,2014-12-12 14:53,79,1.6,60,27.5,0.0,24.9976,9.7
1807,12,13,1026.0,14.2,15.7,2014-12-13 10:45,13.6,2014-12-13 00:16,59,3.1,70,0.0,0.0,24.9976,9.7
1808,12,14,1022.4,16.5,18.3,2014-12-14 21:24,14.4,2014-12-14 00:01,67,2.5,70,0.0,0.0,24.9976,9.7
1809,12,15,1019.6,18.2,22.5,2014-12-15 12:08,15.3,2014-12-15 04:57,77,0.6,190,0.0,0.1,24.9976,9.7
1810,12,16,1025.1,14.4,18.0,2014-12-16 00:36,12.5,2014-12-16 23:49,66,2.1,70,3.5,0.0,24.9976,9.7
1811,12,17,1028.6,11.8,12.9,2014-12-17 00:26,10.9,2014-12-17 07:42,53,3.5,70,0.0,1.4,24.9976,9.7
1812,12,18,1026.4,15.0,17.5,2014-12-18 12:20,12.0,2014-12-18 04:57,59,2.9,70,0.0,0.7,24.9976,9.7
1813,12,19,1021.4,16.5,18.5,2014-12-19 12:37,15.2,2014-12-19 22:35,75,1.0,240,2.1,0.0,24.9976,9.7
1814,12,20,1020.8,15.6,17.7,2014-12-20 14:22,13.9,2014-12-20 08:28,70,2.1,70,T,1.9,24.9976,9.7
1815,12,21,1022.8,15.0,16.9,2014-12-21 08:55,13.2,2014-12-21 17:24,72,1.6,70,3.5,0.0,24.9976,9.7
1816,12,22,1025.0,13.8,16.0,2014-12-22 13:22,12.2,2014-12-22 05:33,56,4.2,70,0.0,5.7,24.9976,9.7
1817,12,23,1020.0,17.5,21.8,2014-12-23 13:01,14.4,2014-12-23 00:06,59,1.3,60,0.0,0.8,24.9976,9.7
1818,12,24,1021.4,18.5,23.6,2014-12-24 13:02,14.4,2014-12-24 06:28,70,2.0,70,0.0,5.0,24.9976,9.7
1819,12,25,1022.0,17.0,19.1,2014-12-25 12:01,15.5,2014-12-25 21:26,70,2.9,70,7.0,0.0,24.9976,9.7
1820,12,26,1021.8,16.5,18.6,2014-12-26 13:44,15.5,2014-12-26 18:41,70,3.2,70,0.5,0.7,24.9976,9.7
1821,12,27,1021.4,16.2,17.2,2014-12-27 10:24,15.0,2014-12-27 23:21,81,3.0,70,17.0,0.0,24.9976,9.7
1822,12,28,1019.8,14.4,15.5,2014-12-28 02:43,13.4,2014-12-28 22:05,87,0.9,50,8.0,0.0,24.9976,9.7
1823,12,29,1019.2,14.0,18.5,2014-12-29 13:01,11.7,2014-12-29 06:51,65,1.5,60,0.0,5.2,24.9976,9.7
1824,12,30,1018.2,15.4,20.8,2014-12-30 13:53,11.4,2014-12-30 02:13,62,2.3,60,0.0,5.8,24.9976,9.7
1825,12,31,1020.5,15.6,22.5,2014-12-31 12:37,8.9,2014-12-31 07:14,65,2.3,70,0.0,5.8,24.9976,9.7
1826,1,1,1026.7,13.8,16.1,2015-01-01 00:01,12.2,2015-01-01 18:36,56,3.8,70,0.0,3.3,24.9976,9.7
1827,1,2,1025.1,14.3,17.8,2015-01-02 12:54,11.9,2015-01-02 06:10,57,3.5,70,0.0,5.9,24.9976,9.7
1828,1,3,1020.7,16.2,21.4,2015-01-03 13:13,12.9,2015-01-03 06:42,60,2.0,60,0.0,4.3,24.9976,9.7
1829,1,4,1016.4,15.9,23.4,2015-01-04 13:01,11.1,2015-01-04 06:51,76,0.6,200,0.0,4.7,24.9976,9.7
1830,1,5,1014.1,16.7,24.4,2015-01-05 11:33,12.1,2015-01-05 06:59,81,0.5,200,0.0,0.8,24.9976,9.7
1831,1,6,1014.1,19.1,24.3,2015-01-06 12:46,15.7,2015-01-06 00:59,74,1.6,70,0.0,0.2,24.9976,9.7
1832,1,7,1020.6,15.5,17.8,2015-01-07 02:23,13.5,2015-01-07 22:13,74,2.8,70,0.1,0.0,24.9976,9.7
1833,1,8,1026.2,13.6,15.0,2015-01-08 13:25,12.1,2015-01-08 06:54,59,3.2,70,0.0,0.5,24.9976,9.7
1834,1,9,1024.2,15.8,19.0,2015-01-09 13:48,12.7,2015-01-09 04:28,58,3.3,70,0.0,5.8,24.9976,9.7
1835,1,10,1023.3,16.6,19.9,2015-01-10 13:44,14.8,2015-01-10 04:24,58,2.3,70,0.0,4.2,24.9976,9.7
1836,1,11,1022.8,17.1,18.4,2015-01-11 13:39,16.0,2015-01-11 05:07,61,2.7,70,0.0,0.1,24.9976,9.7
