序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
5356,臺北,2017/5/23,20:05:00,"1,003.50",28,70,西,0.4,0,-
5357,臺北,2017/5/23,19:05:00,"1,003.20",28,70,靜風,0.2,0,0
5358,臺北,2017/5/23,18:05:00,"1,002.70",28.7,66,東北,2.1,0,0
5359,臺北,2017/5/23,17:05:00,"1,002.60",29.8,65,西北西,0.5,0,0.1
5360,臺北,2017/5/23,16:05:00,"1,003.10",29.6,67,北,1.8,0,0
5361,臺北,2017/5/23,15:05:00,"1,003.40",29.7,67,西北,1,0,0.1
5362,臺北,2017/5/23,14:05:00,"1,003.70",30.6,66,西北,1.2,0,0
5363,臺北,2017/5/23,13:05:00,"1,004.20",29.8,67,北北西,2.6,0,0.2
5364,臺北,2017/5/23,12:05:00,"1,004.60",31.9,61,西,1.1,0,0.5
5365,臺北,2017/5/23,11:05:00,"1,005.10",30.8,62,西南西,2.2,0,0.3
5366,臺北,2017/5/23,10:05:00,"1,005.50",29.9,67,風向不定,0.3,0,0.4
5367,臺北,2017/5/23,09:05:00,"1,005.60",28.9,70,西南西,1.5,0,0.1
5368,臺北,2017/5/23,08:05:00,"1,005.80",27.1,71,南南西,0.7,0,0
5369,臺北,2017/5/23,07:05:00,"1,005.40",26.2,73,南南西,0.9,0,0
5370,臺北,2017/5/23,06:05:00,"1,004.90",25.2,77,東南,1.3,0,0
5371,臺北,2017/5/23,05:05:00,"1,004.50",24.9,76,南南東,1.2,0,-
5372,臺北,2017/5/23,04:05:00,"1,004.40",25,76,南南東,0.6,0,-
5373,臺北,2017/5/23,03:05:00,"1,004.40",25.1,76,東南,1.1,0,-
5374,臺北,2017/5/23,02:05:00,"1,004.70",25,76,靜風,0.1,0,-
5375,臺北,2017/5/23,01:05:00,"1,004.80",25.4,74,東北東,1.3,0,-
5376,臺北,2017/5/23,00:05:00,"1,003.20",27.1,72,南南東,0.8,0,-
5377,臺北,2017/5/22,23:05:00,"1,005.90",25.8,73,東北,2.7,0,-
5378,臺北,2017/5/22,22:05:00,"1,005.80",25.8,73,東北,2.8,0,-
5379,臺北,2017/5/22,21:05:00,"1,005.70",25.9,72,東北,3.3,0,-
5380,臺北,2017/5/22,20:05:00,"1,005",26.2,73,東北,2.7,0,-
5381,臺北,2017/5/22,19:05:00,"1,004.80",26.4,74,東北,4.3,0,0
5382,臺北,2017/5/22,18:05:00,"1,004.20",26.8,73,東北,4.6,0,0
5383,臺北,2017/5/22,17:05:00,"1,004",27.7,70,東北,4.1,0,0
5384,臺北,2017/5/22,16:05:00,"1,004.20",27.8,69,東北,3.7,0,0.2
5385,臺北,2017/5/22,15:05:00,"1,004",29.2,67,東北,4.1,0,0.2
5386,臺北,2017/5/22,14:05:00,"1,004.40",29.4,66,東北東,3.3,0,0.2
5387,臺北,2017/5/22,13:05:00,"1,004.90",29.4,66,東北東,3.1,0,0
5388,臺北,2017/5/22,12:05:00,"1,005.30",29.6,66,東北東,2.4,0,0.1
5389,臺北,2017/5/22,11:05:00,"1,005.40",28.4,68,東北,2.2,0,0.2
5390,臺北,2017/5/22,10:05:00,"1,006",27.6,71,東北東,2.9,0,0
5391,臺北,2017/5/22,09:05:00,"1,005.50",26.4,74,東北,3.6,0,0
5392,臺北,2017/5/22,08:05:00,"1,005.30",25.8,77,東北,3,0,0
5393,臺北,2017/5/22,07:05:00,"1,005.30",24.9,79,東北,2.7,0,0
5394,臺北,2017/5/22,06:05:00,"1,005",24.6,78,東北東,2.9,0,0
5395,臺北,2017/5/22,05:05:00,"1,004.50",24.4,79,東北,3.3,0,-
5396,臺北,2017/5/22,04:05:00,"1,004",24.4,79,東北,4.1,0,-
5397,臺北,2017/5/22,03:05:00,"1,004",24.2,79,東北,4.1,0,-
5398,臺北,2017/5/22,02:05:00,"1,004",24.1,79,東北,3.7,0,-
5399,臺北,2017/5/22,01:05:00,"1,004.60",24.2,79,東北,3.8,0,-
5400,臺北,2017/5/22,00:05:00,"1,005.50",25.7,73,東北東,1.6,0,-
5401,臺北,2017/5/21,23:05:00,"1,005.90",24.1,82,東北,3,0,-
5402,臺北,2017/5/21,22:05:00,"1,005.90",24,81,東北東,2.7,0,-
5403,臺北,2017/5/21,21:05:00,"1,006",23.8,80,東北東,3.6,0,-
5404,臺北,2017/5/21,20:05:00,"1,005.30",24.3,77,東,3.4,0,-
5405,臺北,2017/5/21,19:05:00,"1,004.90",24.8,74,東北,2.2,0,0
5406,臺北,2017/5/21,18:05:00,"1,004.10",25,72,東北,5.3,0,0
5407,臺北,2017/5/21,17:05:00,"1,003.90",25.3,72,東北,4.4,0,0
5408,臺北,2017/5/21,16:05:00,"1,003.70",25.9,75,東北,3.4,0,0.1
5409,臺北,2017/5/21,15:05:00,"1,003.80",26.4,74,東北,5.2,0,0
5410,臺北,2017/5/21,14:05:00,"1,004",26.3,74,東北,4.2,0,0
5411,臺北,2017/5/21,13:05:00,"1,004.60",26.6,75,東北,4,0,0.1
5412,臺北,2017/5/21,12:05:00,"1,005.30",25.7,76,東北,3.5,0,0
5413,臺北,2017/5/21,11:05:00,"1,005",26.1,74,東北,4.3,0,0.4
5414,臺北,2017/5/21,10:05:00,"1,005.30",26.7,75,東北東,3.9,0,0.2
5415,臺北,2017/5/21,09:05:00,"1,005.50",25.2,81,東北,4.6,0,0
5416,臺北,2017/5/21,08:05:00,"1,005.30",24.8,82,東北,2.8,0,0
5417,臺北,2017/5/21,07:05:00,"1,005.10",24.6,80,東北東,2.7,0,0
5418,臺北,2017/5/21,06:05:00,"1,004.50",24.4,78,東北,2.9,0,0
5419,臺北,2017/5/21,05:05:00,"1,004.20",24.2,78,東北,3.8,0,-
5420,臺北,2017/5/21,04:05:00,"1,003.80",24.3,76,東北,3.3,0,-
5421,臺北,2017/5/21,03:05:00,"1,003.70",24.3,77,東北,3.2,0,-
5422,臺北,2017/5/21,02:05:00,"1,003.60",24.2,78,東北,3.3,0,-
5423,臺北,2017/5/21,01:05:00,"1,003.80",24.1,78,東北,4.1,0,-
5424,臺北,2017/5/21,00:05:00,"1,005.40",24.2,79,東北,3.2,0,-
5425,臺北,2017/5/20,23:05:00,"1,004.80",24.5,73,東北,4,0,-
5426,臺北,2017/5/20,22:05:00,"1,005.10",24.5,74,東北東,3.3,0,-
5427,臺北,2017/5/20,21:05:00,"1,005",24.6,72,東北,3.2,0,-
5428,臺北,2017/5/20,20:05:00,"1,005",24.9,70,東北,3.9,0,-
5429,臺北,2017/5/20,19:05:00,"1,004.70",25.4,66,東北東,3.3,0,0
5430,臺北,2017/5/20,18:05:00,"1,004.20",25.9,64,東北東,3.7,0,0
5431,臺北,2017/5/20,17:05:00,"1,004.20",26.6,63,東,2.8,0,0
5432,臺北,2017/5/20,16:05:00,"1,004.30",26.8,61,東,3.7,0,0
5433,臺北,2017/5/20,15:05:00,"1,004.40",27.5,60,東,3.8,0,0
5434,臺北,2017/5/20,14:05:00,"1,004.60",28.1,60,東南東,3.5,0,0.1
5435,臺北,2017/5/20,13:05:00,"1,005.10",28.6,59,東南東,3.4,0,0.3
5436,臺北,2017/5/20,12:05:00,"1,005.60",29.5,59,東南東,3.4,0,0.6
5437,臺北,2017/5/20,11:05:00,"1,005.90",28,61,東南東,2.7,0,0.5
5438,臺北,2017/5/20,10:05:00,"1,006.20",27.7,61,東南東,2.8,0,0.3
5439,臺北,2017/5/20,09:05:00,"1,006.70",25.9,68,東北東,2.6,0,0
5440,臺北,2017/5/20,08:05:00,"1,006.80",24.4,74,東北,2.7,0,0.1
5441,臺北,2017/5/20,07:05:00,"1,006.80",23.6,83,東北,1.9,0,0.2
5442,臺北,2017/5/20,06:05:00,"1,006.10",22.2,84,東北,2.7,0,0
5443,臺北,2017/5/20,05:05:00,"1,006.20",21.7,87,東北東,0.3,1,-
5444,臺北,2017/5/20,04:05:00,"1,005.50",22.9,79,東,1.7,0,-
5445,臺北,2017/5/20,03:05:00,"1,005.70",22.9,79,東北,2.9,0,-
5446,臺北,2017/5/20,02:05:00,"1,006.30",22.7,78,東北,4.7,0,-
5447,臺北,2017/5/20,01:05:00,"1,006.80",22.8,79,東北,3.6,0,-
5448,臺北,2017/5/20,00:05:00,"1,004.20",24.2,77,東北,4.1,0,-
5449,臺北,2017/5/19,23:05:00,"1,008.90",22.9,81,東北,4.2,0,-
5450,臺北,2017/5/19,22:05:00,"1,009.20",22.6,83,東北,3,0,-
5451,臺北,2017/5/19,21:05:00,"1,009.10",21.9,84,東北,3.7,1,-
5452,臺北,2017/5/19,20:05:00,"1,008.70",22.1,83,東北東,2.7,1,-
5453,臺北,2017/5/19,19:05:00,"1,008.60",22.6,81,東北東,3.3,1,0
5454,臺北,2017/5/19,18:05:00,"1,008.50",23.4,76,東北,2.5,1,0
5455,臺北,2017/5/19,17:05:00,"1,007.40",24.3,74,東,2.8,0,0
5456,臺北,2017/5/19,16:05:00,"1,007.40",24.5,71,東北東,2.9,0,0
5457,臺北,2017/5/19,15:05:00,"1,007.60",25.4,66,東北東,3.5,0,0
5458,臺北,2017/5/19,14:05:00,"1,007.50",26.5,64,東北,3.9,0,0
5459,臺北,2017/5/19,13:05:00,"1,007.90",26.2,66,東北東,4.5,0,0
5460,臺北,2017/5/19,12:05:00,"1,008.50",26.9,64,東北東,4.6,0,0
5461,臺北,2017/5/19,11:05:00,"1,009",26.7,64,東北東,4.2,0,0
5462,臺北,2017/5/19,10:05:00,"1,009.70",26,68,東北東,4,0,0
5463,臺北,2017/5/19,09:05:00,"1,010.10",25.5,68,東北,3.5,0,0
5464,臺北,2017/5/19,08:05:00,"1,009.70",26.4,63,東北東,4,0,0
5465,臺北,2017/5/19,07:05:00,"1,009.40",25.6,67,東北東,3.6,0,0
5466,臺北,2017/5/19,06:05:00,"1,008.90",25.1,66,東北,4.2,0,0
5467,臺北,2017/5/19,05:05:00,"1,008.40",24.9,66,東北,3.7,0,-
5468,臺北,2017/5/19,04:05:00,"1,008.30",25.1,66,東北東,4.4,0,-
5469,臺北,2017/5/19,03:05:00,"1,008.20",25,68,東北東,2.9,0,-
5470,臺北,2017/5/19,02:05:00,"1,008.40",25.1,67,東北東,3.5,0,-
5471,臺北,2017/5/19,01:05:00,"1,008.60",25.1,67,東北東,4.4,0,-
5472,臺北,2017/5/19,00:05:00,"1,007.90",22.6,81,東北,2.7,0,-
5473,臺北,2017/5/18,23:05:00,"1,009.80",25,65,東北,4.2,0,-
5474,臺北,2017/5/18,22:05:00,"1,010.70",25.3,63,東北,5.8,0,-
5475,臺北,2017/5/18,21:05:00,"1,010.50",25.4,63,東北,4.7,0,-
5476,臺北,2017/5/18,20:05:00,"1,010.20",25.6,63,東北東,4.6,0,-
5477,臺北,2017/5/18,19:05:00,"1,009.80",25.8,63,東北東,4.9,0,0
5478,臺北,2017/5/18,18:05:00,"1,009.40",26.1,58,東北東,4.8,0,0
5479,臺北,2017/5/18,17:05:00,"1,008.90",26.7,57,東北東,5.4,0,0
5480,臺北,2017/5/18,16:05:00,"1,008.70",27.2,56,東北東,4.8,0,0
5481,臺北,2017/5/18,15:05:00,"1,008.30",27.6,56,東北東,6.1,0,0.3
5482,臺北,2017/5/18,14:05:00,"1,008.70",28.3,57,東北,4.8,0,0.1
5483,臺北,2017/5/18,13:05:00,"1,009.10",28.5,57,東北,4.3,0,0.3
5484,臺北,2017/5/18,12:05:00,"1,009.40",28.8,57,東北,4.9,0,1
5485,臺北,2017/5/18,11:05:00,"1,009.70",28.6,59,東北,4,0,0.9
5486,臺北,2017/5/18,10:05:00,"1,010.20",27.2,63,東北東,4.3,0,0.5
5487,臺北,2017/5/18,09:05:00,"1,009.90",27.4,62,東北,4,0,1
5488,臺北,2017/5/18,08:05:00,"1,009.80",26.1,70,東北,3.7,0,0.8
5489,臺北,2017/5/18,07:05:00,"1,009.20",24.3,74,東北,3.9,0,0.1
5490,臺北,2017/5/18,06:05:00,"1,008.80",23.5,76,東北,3.5,0,0
5491,臺北,2017/5/18,05:05:00,"1,008.60",23.5,75,東北,3,0,-
5492,臺北,2017/5/18,04:05:00,"1,008.20",23.7,77,東北,2.8,0,-
5493,臺北,2017/5/18,03:05:00,"1,008.20",23.5,79,東北,2.5,0,-
5494,臺北,2017/5/18,02:05:00,"1,008.20",23.3,78,東北東,2.6,0,-
5495,臺北,2017/5/18,01:05:00,"1,008",23.4,75,東北東,3.2,0,-
5496,臺北,2017/5/18,00:05:00,"1,009",25,67,東北,4,0,-
5497,臺北,2017/5/17,23:05:00,"1,009.20",23.4,71,東北東,3.4,0,-
5498,臺北,2017/5/17,22:05:00,"1,009.10",23.5,70,東北東,3.7,0,-
5499,臺北,2017/5/17,21:05:00,"1,009.30",23.7,72,東北東,3.1,0,-
5500,臺北,2017/5/17,20:05:00,"1,008.80",23.7,74,東北,4.7,0,-
5501,臺北,2017/5/17,19:05:00,"1,008.30",23.8,72,東北,4.1,0,0
5502,臺北,2017/5/17,18:05:00,"1,007.60",24.1,67,東北,4.4,0,0.3
5503,臺北,2017/5/17,17:05:00,"1,007",24.6,63,東北,4,0,0.2
5504,臺北,2017/5/17,16:05:00,"1,006.80",25.1,60,北北東,5.2,0,0.7
5505,臺北,2017/5/17,15:05:00,"1,006.50",25.7,60,東北,3.8,0,0.7
5506,臺北,2017/5/17,14:05:00,"1,006.30",26.6,62,北北東,3.9,0,0.6
5507,臺北,2017/5/17,13:05:00,"1,006.30",25.8,64,東北,4.6,0,0.5
5508,臺北,2017/5/17,12:05:00,"1,006.50",26.3,66,東北,3.4,0,0.6
5509,臺北,2017/5/17,11:05:00,"1,006.80",25.4,74,東,3,0,0.4
5510,臺北,2017/5/17,10:05:00,"1,007.20",24,81,東北東,3.3,0,0.1
5511,臺北,2017/5/17,09:05:00,"1,007.20",22.2,86,東南東,1.5,0,0
5512,臺北,2017/5/17,08:05:00,"1,006.70",21.6,89,東,1.5,0,0
5513,臺北,2017/5/17,07:05:00,"1,006",20.9,90,東南東,1.7,0,0
5514,臺北,2017/5/17,06:05:00,"1,005.50",20.3,92,東南東,0.8,2,0
5515,臺北,2017/5/17,05:05:00,"1,004.80",20.3,91,東南東,1.7,4,-
5516,臺北,2017/5/17,04:05:00,"1,004.60",20.6,89,東,1.7,0,-
5517,臺北,2017/5/17,03:05:00,"1,004.30",20.7,89,東北東,2.1,1,-
5518,臺北,2017/5/17,02:05:00,"1,004.40",20.7,91,東北東,1.4,0,-
5519,臺北,2017/5/17,01:05:00,"1,005.10",20.4,90,東,1.4,1,-
5520,臺北,2017/5/17,00:05:00,"1,008.50",23.2,73,東北,3.8,0,-
5521,臺北,2017/5/16,23:05:00,"1,005.70",20.8,88,東,1.4,0,-
5522,臺北,2017/5/16,22:05:00,"1,006",20.6,88,東,1.7,1,-
5523,臺北,2017/5/16,21:05:00,"1,005.90",20.8,89,東,1.5,0,-
5524,臺北,2017/5/16,20:05:00,"1,006",20.9,88,南南東,1.6,0,-
5525,臺北,2017/5/16,19:05:00,"1,005.50",20.9,88,東南,2.2,1,0
5526,臺北,2017/5/16,18:05:00,"1,005.10",21.3,87,東南東,2,0,0
5527,臺北,2017/5/16,17:05:00,"1,004.60",21.1,88,東,2.2,0,0
5528,臺北,2017/5/16,16:05:00,"1,004.50",21.5,86,東,0.7,1,0
5529,臺北,2017/5/16,15:05:00,"1,004.60",21.1,87,東北東,3.5,3,0
5530,臺北,2017/5/16,14:05:00,"1,005",21.3,89,東北,2.6,2,0
5531,臺北,2017/5/16,13:05:00,"1,005.20",21.5,88,東北,2.6,2,0
5532,臺北,2017/5/16,12:05:00,"1,005.50",21.5,88,東北東,2.5,2,0
5533,臺北,2017/5/16,11:05:00,"1,006",21.6,89,東,2,3,0
5534,臺北,2017/5/16,10:05:00,"1,006",21.8,90,東,1.6,6,0
5535,臺北,2017/5/16,09:05:00,"1,006.20",21.9,89,東南東,1.6,3,0
5536,臺北,2017/5/16,08:05:00,"1,005.90",21.5,89,東,1.6,2,0
5537,臺北,2017/5/16,07:05:00,"1,005.60",21,90,東,1.9,3,0
5538,臺北,2017/5/16,06:05:00,"1,005.60",20.9,91,東南東,1.1,3,0
5539,臺北,2017/5/16,05:05:00,"1,005.30",20.8,90,靜風,0.2,2,-
5540,臺北,2017/5/16,04:05:00,"1,004.80",21.4,87,東北東,0.8,0,-
5541,臺北,2017/5/16,03:05:00,"1,005",21.1,86,東,1.9,1,-
5542,臺北,2017/5/16,02:05:00,"1,005.40",20.8,87,東北東,2.8,2,-
5543,臺北,2017/5/16,01:05:00,"1,006.10",21.3,88,東北,2.7,1,-
5544,臺北,2017/5/16,00:05:00,"1,005.40",20.4,89,東,1.6,1,-
5545,臺北,2017/5/15,23:05:00,"1,007.20",21.9,88,東,2.5,5,-
5546,臺北,2017/5/15,22:05:00,"1,007.20",23.2,88,東南東,2.6,1,-
5547,臺北,2017/5/15,21:05:00,"1,006.80",23.1,89,西北,0.7,1,-
5548,臺北,2017/5/15,20:05:00,"1,006.40",24.8,87,南南西,1.7,1,-
5549,臺北,2017/5/15,19:05:00,"1,005.40",25.4,87,東南,1.2,0,0
5550,臺北,2017/5/15,18:05:00,"1,004.90",25.3,88,東南,1.8,0,0
5551,臺北,2017/5/15,17:05:00,"1,005.10",24.9,90,東,0.5,3,0
5552,臺北,2017/5/15,16:05:00,"1,005.10",24.4,89,東南東,1.4,20,0
5553,臺北,2017/5/15,15:05:00,"1,004.70",25.5,88,北,2.7,10,0
5554,臺北,2017/5/15,14:05:00,"1,004.60",27.3,74,東北,3.2,1,0.3
5555,臺北,2017/5/15,13:05:00,"1,005",30.4,62,東北,5.5,0,1
5556,臺北,2017/5/15,12:05:00,"1,006.10",30,63,東北,5.3,0,0.8
5557,臺北,2017/5/15,11:05:00,"1,006.80",30.7,59,東北,2.5,0,0.7
5558,臺北,2017/5/15,10:05:00,"1,007",30.7,59,東北,1.4,0,0.9
5559,臺北,2017/5/15,09:05:00,"1,007.20",29,62,東南東,0.3,0,1
5560,臺北,2017/5/15,08:05:00,"1,007.50",27.7,68,東南東,0.6,0,1
5561,臺北,2017/5/15,07:05:00,"1,007.60",25.7,72,東南,1.4,0,0.4
5562,臺北,2017/5/15,06:05:00,"1,007.60",25,73,南,0.8,0,0
5563,臺北,2017/5/15,05:05:00,"1,007.10",24.8,74,南南東,1.1,0,-
5564,臺北,2017/5/15,04:05:00,"1,006.80",25.2,72,南南東,1.2,0,-
5565,臺北,2017/5/15,03:05:00,"1,006.60",25.5,71,南,0.9,0,-
5566,臺北,2017/5/15,02:05:00,"1,006.70",26,69,東,2,0,-
5567,臺北,2017/5/15,01:05:00,"1,006.80",26,70,東北,1.5,0,-
5568,臺北,2017/5/15,00:05:00,"1,006.80",21.6,90,東,1.4,2,-
5569,臺北,2017/5/14,23:05:00,"1,008",26.1,70,東北,2,0,-
5570,臺北,2017/5/14,22:05:00,"1,007.90",26,71,東北,4,0,-
5571,臺北,2017/5/14,21:05:00,"1,008",25.8,73,東北,3,0,-
5572,臺北,2017/5/14,20:05:00,"1,007.40",25.7,74,東北,3.4,0,-
5573,臺北,2017/5/14,19:05:00,"1,006.90",25.8,74,東北,3.5,0,0
5574,臺北,2017/5/14,18:05:00,"1,006.40",26.3,72,東北,2.8,0,0
5575,臺北,2017/5/14,17:05:00,"1,005.90",26.6,71,東北,3.7,0,0
5576,臺北,2017/5/14,16:05:00,"1,006",27,68,東北,4.7,0,0.3
5577,臺北,2017/5/14,15:05:00,"1,005.80",28.5,65,東北,2.9,0,0.1
5578,臺北,2017/5/14,14:05:00,"1,005.60",29.7,61,東北,1.8,0,0.1
5579,臺北,2017/5/14,13:05:00,"1,006.10",29.8,59,北北東,0.9,0,0.7
5580,臺北,2017/5/14,12:05:00,"1,007.10",30.6,61,北北東,1.1,0,0.7
5581,臺北,2017/5/14,11:05:00,"1,008.10",28.5,70,東北東,2.4,0,0.3
5582,臺北,2017/5/14,10:05:00,"1,008.80",26.9,71,靜風,0.1,0,0
5583,臺北,2017/5/14,09:05:00,"1,008.90",26.8,73,東南,0.7,0,0.1
5584,臺北,2017/5/14,08:05:00,"1,008.30",25.7,77,南,0.4,0,0.7
5585,臺北,2017/5/14,07:05:00,"1,008",24.7,81,東北東,0.3,0,0.4
5586,臺北,2017/5/14,06:05:00,"1,007.30",23.7,84,東,1.1,0,0.1
5587,臺北,2017/5/14,05:05:00,"1,007.10",23.7,82,東南,1.7,0,-
5588,臺北,2017/5/14,04:05:00,"1,007.40",23.9,82,東南東,0.9,0,-
5589,臺北,2017/5/14,03:05:00,"1,007.20",24,83,北,1.3,0,-
5590,臺北,2017/5/14,02:05:00,"1,007",24.1,83,東北,0.6,0,-
5591,臺北,2017/5/14,01:05:00,"1,007",24,83,東北,0.9,0,-
5592,臺北,2017/5/14,00:05:00,"1,007.40",25.9,70,東北,3.3,0,-
5593,臺北,2017/5/13,23:05:00,"1,008.20",24.3,79,東南東,0.6,0,-
5594,臺北,2017/5/13,22:05:00,"1,007.70",24.3,80,北北東,1.1,0,-
5595,臺北,2017/5/13,21:05:00,"1,007.60",24.3,80,東北東,2.1,0,-
5596,臺北,2017/5/13,20:05:00,"1,007.40",24.5,80,東北,3,0,-
5597,臺北,2017/5/13,19:05:00,"1,006.40",24.5,80,東北,2.3,0,0
5598,臺北,2017/5/13,18:05:00,"1,006.10",24.8,80,東北東,1.8,0,0
5599,臺北,2017/5/13,17:05:00,"1,005.70",24.9,80,東北東,3.2,0,0
5600,臺北,2017/5/13,16:05:00,"1,004.90",25.3,81,東,2.1,0,0
5601,臺北,2017/5/13,15:05:00,"1,005.60",25.5,83,東,1.2,0,0
5602,臺北,2017/5/13,14:05:00,"1,006",25.9,82,南南西,1.4,0,0
5603,臺北,2017/5/13,13:05:00,"1,006.10",26.6,80,南南西,1.9,0,0
5604,臺北,2017/5/13,12:05:00,"1,006.10",25.7,84,西北西,0.4,0,0
5605,臺北,2017/5/13,11:05:00,"1,006.40",25.2,84,西,0.3,0,0
5606,臺北,2017/5/13,10:05:00,"1,006.10",25.6,87,靜風,0.2,0,0
5607,臺北,2017/5/13,09:05:00,"1,005.90",25.5,89,西南西,1.3,0,0
5608,臺北,2017/5/13,08:05:00,"1,005.40",24.8,89,西北西,1.8,2,0
5609,臺北,2017/5/13,07:05:00,"1,004.80",25.3,90,西北西,1.1,0,0
5610,臺北,2017/5/13,06:05:00,"1,004.20",24.8,89,西南,1,3,0
5611,臺北,2017/5/13,05:05:00,"1,003.80",24.4,91,北北西,0.9,0,-
5612,臺北,2017/5/13,04:05:00,"1,003.80",24.6,91,東南東,1.1,0,-
5613,臺北,2017/5/13,03:05:00,"1,003.80",24.8,91,東,0.5,0,-
5614,臺北,2017/5/13,02:05:00,"1,004.30",24.6,90,東北東,1.1,1,-
5615,臺北,2017/5/13,01:05:00,"1,005",25.1,89,東,1.1,4,-
5616,臺北,2017/5/13,00:05:00,"1,007",24.3,80,東南,1.3,0,-
5617,臺北,2017/5/12,23:05:00,"1,006",26,86,北,1.1,0,-
5618,臺北,2017/5/12,22:05:00,"1,006.10",26.5,82,東南東,0.6,0,-
5619,臺北,2017/5/12,21:05:00,"1,005.60",26.6,81,東南東,1.4,0,-
5620,臺北,2017/5/12,20:05:00,"1,005.40",26.6,80,東北,3.3,0,-
5621,臺北,2017/5/12,19:05:00,"1,005.30",26.5,82,東北,2,0,0
5622,臺北,2017/5/12,18:05:00,"1,005.40",26.6,82,東北,2.6,0,0
5623,臺北,2017/5/12,17:05:00,"1,005",26.3,85,東北,1.5,4,0
5624,臺北,2017/5/12,16:05:00,"1,004.70",27.3,72,東北,3,0,0
5625,臺北,2017/5/12,15:05:00,"1,005.20",29.4,70,西北,1.2,0,0
5626,臺北,2017/5/12,14:05:00,"1,005.70",30.4,67,西北,1.6,0,0.4
5627,臺北,2017/5/12,13:05:00,"1,006.40",31,64,西北,1.4,0,0.2
5628,臺北,2017/5/12,12:05:00,"1,007.40",31.2,59,南南東,1.7,0,0.2
5629,臺北,2017/5/12,11:05:00,"1,008",29.7,62,南,0.7,0,0
5630,臺北,2017/5/12,10:05:00,"1,008.40",28.5,64,南,0.4,0,0
5631,臺北,2017/5/12,09:05:00,"1,008.20",27.7,67,南,0.9,0,0
5632,臺北,2017/5/12,08:05:00,"1,008",26.6,70,南,1.1,0,0
5633,臺北,2017/5/12,07:05:00,"1,007.80",25.9,73,南,1.1,0,0
5634,臺北,2017/5/12,06:05:00,"1,007.40",25,74,東南,1.2,0,0
5635,臺北,2017/5/12,05:05:00,"1,007.10",24.6,75,南南東,1.5,0,-
5636,臺北,2017/5/12,04:05:00,"1,007.20",24.9,73,南南東,2.2,0,-
5637,臺北,2017/5/12,03:05:00,"1,007.60",24.8,72,南南東,2,0,-
5638,臺北,2017/5/12,02:05:00,"1,008.10",25.1,72,南南東,1.8,0,-
5639,臺北,2017/5/12,01:05:00,"1,008.50",25.4,70,南南東,1.9,0,-
5640,臺北,2017/5/12,00:05:00,"1,005.40",25.7,89,北,0.8,2,-
5641,臺北,2017/5/11,23:05:00,"1,010.10",26.3,69,南南東,1.6,0,-
5642,臺北,2017/5/11,22:05:00,"1,010.10",26.6,70,南南東,2.3,0,-
5643,臺北,2017/5/11,21:05:00,"1,010.10",27.3,68,南南東,2,0,-
5644,臺北,2017/5/11,20:05:00,"1,009.80",27.7,67,南,1.9,0,-
5645,臺北,2017/5/11,19:05:00,"1,009.40",28.4,67,東南,2,0,0
5646,臺北,2017/5/11,18:05:00,"1,009.70",29.2,64,南南東,1.6,0,0
5647,臺北,2017/5/11,17:05:00,"1,009.20",30.3,60,南,2.3,0,0.2
5648,臺北,2017/5/11,16:05:00,"1,009.30",31,55,北北西,0.6,0,0
5649,臺北,2017/5/11,15:05:00,"1,009.40",32.3,57,北,1.7,0,0.5
5650,臺北,2017/5/11,14:05:00,"1,009.70",31.3,60,西北西,1.5,0,0.1
5651,臺北,2017/5/11,13:05:00,"1,010.10",31.9,62,西北,3.4,0,0.5
5652,臺北,2017/5/11,12:05:00,"1,010.30",34.4,49,西,0.9,0,1
5653,臺北,2017/5/11,11:05:00,"1,010.80",32.4,54,風向不定,1,0,1
5654,臺北,2017/5/11,10:05:00,"1,011.40",30.3,64,東南,0.9,0,0.5
5655,臺北,2017/5/11,09:05:00,"1,011.50",28.8,68,南,1.1,0,0.1
5656,臺北,2017/5/11,08:05:00,"1,011.80",27.5,72,南,1.5,0,0.1
5657,臺北,2017/5/11,07:05:00,"1,011.60",26.8,74,南,0.9,0,0
5658,臺北,2017/5/11,06:05:00,"1,010.90",26.1,76,南,0.9,0,0
5659,臺北,2017/5/11,05:05:00,"1,010.70",26.1,73,西南,0.9,0,-
5660,臺北,2017/5/11,04:05:00,"1,010.30",26.5,70,南,1,0,-
5661,臺北,2017/5/11,03:05:00,"1,009.70",26.6,71,南南東,1.3,0,-
5662,臺北,2017/5/11,02:05:00,"1,009.80",26.8,71,南南東,1.5,0,-
5663,臺北,2017/5/11,01:05:00,"1,010.20",27.1,71,靜風,0,0,-
5664,臺北,2017/5/11,00:05:00,"1,009.30",25.8,70,東南,1.6,0,-
5665,臺北,2017/5/10,23:05:00,"1,011.20",27.6,69,東北東,0.9,0,-
5666,臺北,2017/5/10,22:05:00,"1,011.80",27.7,69,東北東,1.5,0,-
5667,臺北,2017/5/10,21:05:00,"1,011.70",28.1,67,東北東,2.6,0,-
5668,臺北,2017/5/10,20:05:00,"1,011.10",28.5,65,東北東,2.6,0,-
5669,臺北,2017/5/10,19:05:00,"1,010.40",29.1,62,東北東,2.4,0,0
5670,臺北,2017/5/10,18:05:00,"1,009.70",29.8,59,東,3.7,0,0
5671,臺北,2017/5/10,17:05:00,"1,009.10",30.7,56,東北,3.4,0,0.3
