序號,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s)
4231,1005.9,26.9,78,7,1.9
4232,1006.1,26.1,77,7,2.2
4233,1005.8,29.7,72,16,2.5
4234,1006.2,32.1,61,15,1.9
4235,1006.5,34.4,59,15,1.1
4236,1007.0,32.7,57,11,1.1
4237,1007.3,32.7,57,13,0.4
4238,1007.6,32.6,60,11,0.7
4239,1008.0,30.4,66,7,0.7
4240,1008.3,28.5,72,17,0.2
4241,1008.2,27.0,72,8,1.2
4242,1008.1,26.1,74,7,0.9
4243,1007.8,25.8,75,8,0.9
4244,1007.7,25.8,76,9,1.1
4245,1008.1,26.1,76,9,0.5
4246,1008.5,26.2,74,6,1.5
4247,1008.9,26.1,75,8,1.5
4248,1006.4,27.0,75,8,1.2
4249,1009.6,26.2,76,9,1.3
4250,1009.6,25.8,76,5,0.9
4251,1009.5,24.9,76,5,1.3
4252,1009.5,25.0,73,5,1.3
4253,1008.8,29.0,64,9,2.1
4254,1007.3,30.1,64,11,2.2
4255,1006.4,30.5,66,13,0.8
4256,1006.4,31.2,63,13,1.1
4257,1006.8,32.6,61,15,1.0
4258,1007.1,34.2,58,14,0.9
4259,1007.6,33.0,55,8,0.9
4260,1008.0,32.5,58,10,0.4
4261,1008.4,31.4,60,9,0.8
4262,1008.8,30.5,65,8,0.8
4263,1008.8,28.9,68,17,0.2
4264,1008.6,27.8,72,4,0.5
4265,1008.3,26.7,72,7,1.6
4266,1008.0,25.8,74,9,0.7
4267,1007.6,25.5,74,7,1.1
4268,1007.9,25.2,76,7,0.8
4269,1008.3,25.3,75,7,1.5
4270,1009.0,25.3,75,7,1.1
4271,1009.5,25.3,76,8,0.9
4272,1009.4,25.9,77,17,0.1
4273,1010.4,25.5,77,9,1.3
4274,1010.4,25.6,77,6,0.6
4275,1010.0,25.4,77,5,0.5
4276,1009.6,25.1,78,4,1.1
4277,1009.6,25.1,77,6,0.7
4278,1009.5,25.0,78,3,0.9
4279,1008.3,26.8,69,11,6.0
4280,1006.8,31.6,59,14,1.4
4281,1006.6,32.2,61,14,2.1
4282,1006.6,32.7,60,14,0.7
4283,1006.8,32.6,61,12,0.5
4284,1007.5,32.1,59,3,0.7
4285,1007.6,31.2,62,3,2.1
4286,1008.0,30.8,62,5,1.8
4287,1008.4,30.1,62,5,2.8
4288,1008.0,29.4,66,8,0.7
4289,1007.7,28.1,67,5,0.9
4290,1007.3,27.8,68,9,0.6
4291,1007.1,28.0,67,8,1.4
4292,1007.2,28.1,67,7,1.3
4293,1007.3,28.2,67,8,1.2
4294,1007.3,28.7,64,8,0.8
4295,1007.6,28.4,65,10,1.4
4296,1010.1,25.3,75,7,1.9
4297,1007.8,29.0,64,11,1.3
4298,1007.5,29.3,63,13,1.9
4299,1007.5,29.5,63,10,1.1
4300,1006.7,30.4,63,13,1.0
4301,1006.6,30.8,58,9,1.1
4302,1005.7,30.8,58,10,1.3
4303,1005.2,29.9,58,10,2.5
4304,1005.0,32.9,53,5,4.5
4305,1004.8,34.1,52,3,4.2
4306,1005.5,34.1,54,4,4.0
4307,1006.5,33.1,58,4,1.3
4308,1007.1,32.9,57,4,2.1
4309,1007.7,33.1,59,13,0.6
4310,1008.0,31.9,62,6,0.4
4311,1008.4,30.5,62,6,0.9
4312,1008.7,30.0,67,13,0.8
4313,1008.3,28.8,69,17,0.2
4314,1007.7,27.4,70,7,1.3
4315,1007.5,27.5,70,8,0.9
4316,1007.3,27.5,70,7,1.5
4317,1007.5,27.8,69,8,1.8
4318,1008.0,28.1,68,8,1.6
4319,1008.5,28.4,67,8,1.3
4320,1007.6,28.9,64,13,0.7
4321,1009.0,29.1,64,9,1.4
4322,1009.0,29.2,64,10,1.1
4323,1008.5,29.6,64,8,1.3
4324,1007.9,30.6,59,7,0.8
4325,1007.4,30.4,60,4,0.6
4326,1007.0,30.6,59,10,1.1
4327,1006.7,30.7,60,9,2.3
4328,1006.8,31.4,60,9,2.9
4329,1007.1,34.1,53,1,0.6
4330,1007.4,33.4,54,2,2.7
4331,1007.9,35.1,54,2,2.4
4332,1008.2,34.6,56,1,3.4
4333,1008.4,33.5,60,3,2.0
4334,1008.4,32.4,60,4,2.2
4335,1009.0,29.9,65,6,0.6
4336,1009.0,28.1,70,5,0.6
4337,1009.0,26.8,71,9,0.8
4338,1008.5,26.2,71,6,1.2
4339,1008.1,26.0,71,8,1.6
4340,1007.7,25.8,73,17,0.2
4341,1007.6,26.1,70,9,1.4
4342,1007.2,26.4,71,8,2.0
4343,1007.3,26.6,71,8,1.8
4344,1009.0,28.8,65,9,1.4
4345,1007.8,26.6,75,7,2.0
4346,1008.0,26.3,77,9,1.5
4347,1007.9,26.3,74,8,1.7
4348,1007.6,26.2,75,6,1.1
4349,1007.4,26.4,76,9,0.3
4350,1006.8,26.4,78,7,0.8
4351,1006.5,26.4,76,8,2.7
4352,1006.4,30.9,63,10,2.9
4353,1005.4,31.9,61,14,1.1
4354,1005.7,34.4,59,14,1.8
4355,1006.2,33.7,61,14,2.2
4356,1006.7,31.9,62,14,1.8
4357,1007.2,34.0,57,5,0.7
4358,1007.4,32.5,61,4,2.2
4359,1007.8,31.1,66,6,1.1
4360,1007.5,29.2,70,7,0.6
4361,1007.5,27.7,73,5,1.2
4362,1006.8,26.6,71,7,1.7
4363,1005.8,26.4,70,8,1.9
4364,1005.4,26.6,71,8,2.1
4365,1005.3,26.7,71,8,1.1
4366,1005.7,26.8,71,8,1.8
4367,1006.0,26.9,71,8,2.0
4368,1007.6,26.5,74,9,1.4
4369,1006.6,27.6,71,8,1.9
4370,1006.7,27.7,71,6,0.5
4371,1006.7,27.7,72,8,1.8
4372,1005.8,28.1,70,7,2.0
4373,1005.1,28.1,71,7,0.6
4374,1004.5,28.1,71,5,1.7
4375,1003.6,27.6,74,5,0.8
4376,1004.5,25.8,78,4,0.9
4377,1005.4,24.7,76,7,3.9
4378,1003.9,31.1,66,14,0.8
4379,1004.1,33.8,60,15,1.9
4380,1004.4,34.2,59,16,2.0
4381,1004.9,33.0,57,11,0.7
4382,1004.9,32.9,58,12,1.6
4383,1004.6,32.1,61,12,1.6
4384,1004.3,30.9,63,12,1.4
4385,1004.5,28.1,70,9,0.7
4386,1004.1,27.2,72,8,1.1
4387,1003.6,27.6,70,17,0.2
4388,1003.7,27.3,73,9,1.0
4389,1003.5,27.4,71,9,1.2
4390,1003.8,27.8,69,9,1.1
4391,1004.4,28.0,68,7,1.6
4392,1006.3,27.2,71,7,0.8
4393,1005.7,28.5,67,8,1.0
4394,1006.2,28.6,68,8,2.0
4395,1005.8,29.0,67,10,1.4
4396,1005.3,29.5,66,9,1.1
4397,1004.9,29.8,65,12,1.4
4398,1004.5,30.3,65,10,1.8
4399,1003.7,31.6,60,13,1.5
4400,1003.5,32.1,59,14,1.8
4401,1003.4,33.1,57,14,1.3
4402,1004.0,34.0,58,15,2.5
4403,1004.2,33.3,59,14,0.7
4404,1004.3,33.6,59,14,1.5
4405,1005.0,32.9,60,2,0.9
4406,1005.3,32.6,62,6,0.6
4407,1005.5,30.7,68,16,1.0
4408,1005.8,29.2,70,9,1.2
4409,1006.0,26.8,75,9,0.5
4410,1005.8,25.5,76,7,0.5
4411,1005.4,25.5,77,8,2.2
4412,1004.9,25.5,77,7,0.6
4413,1004.7,25.2,79,5,0.3
4414,1005.0,25.6,79,6,1.3
4415,1005.2,26.1,80,7,1.0
4416,1005.0,28.2,70,9,0.8
4417,1005.2,26.4,80,11,1.1
4418,1005.1,26.5,78,4,0.9
4419,1005.8,26.1,79,5,1.9
4420,1007.6,25.9,80,9,0.9
4421,1007.2,26.2,78,11,2.0
4422,1005.8,26.3,78,9,1.5
4423,1004.8,26.6,80,8,2.5
4424,1004.3,26.9,79,11,2.5
4425,1003.7,32.0,61,15,1.3
4426,1003.7,33.2,59,15,1.8
4427,1003.9,33.8,57,15,2.4
4428,1004.2,35.4,52,13,0.6
4429,1004.5,35.0,54,6,0.9
4430,1005.0,32.7,59,2,1.0
4431,1005.5,31.3,63,8,0.5
4432,1005.8,29.2,69,8,1.1
4433,1005.6,27.5,70,8,1.6
4434,1005.3,26.9,74,9,0.8
4435,1004.8,26.8,75,8,0.4
4436,1004.7,27.1,73,10,1.3
4437,1004.8,27.0,75,17,0.1
4438,1005.4,27.2,74,7,1.6
4439,1005.7,27.4,74,10,1.2
4440,1005.6,26.4,78,11,1.3
4441,1006.1,27.5,76,10,1.1
4442,1006.8,27.2,77,8,0.3
4443,1006.7,27.1,77,10,1.1
4444,1006.1,27.2,76,11,1.6
4445,1005.5,26.8,77,10,1.3
4446,1005.4,27.4,77,10,1.9
4447,1004.8,27.4,80,1,0.6
4448,1004.8,27.0,80,1,1.2
4449,1004.8,29.4,69,13,2.5
4450,1004.4,33.4,56,15,0.7
4451,1005.0,32.6,57,14,0.8
4452,1005.4,33.4,55,6,0.4
4453,1005.6,34.9,49,2,0.4
4454,1005.9,34.2,55,3,0.6
4455,1006.5,32.3,61,17,0.2
4456,1006.5,29.9,69,9,0.6
4457,1006.7,28.0,71,9,0.3
4458,1006.2,27.2,71,8,1.1
4459,1006.2,27.0,73,9,1.1
4460,1006.2,27.5,72,9,1.1
4461,1005.8,27.8,72,9,1.0
4462,1006.1,27.7,72,5,0.6
4463,1006.3,28.0,71,7,2.0
4464,1005.6,27.3,75,7,0.9
4465,1006.8,28.8,69,7,1.1
4466,1006.7,29.8,63,10,0.7
4467,1006.6,30.0,62,17,0.1
4468,1006.6,30.2,61,15,0.9
4469,1006.3,30.8,60,13,0.6
4470,1005.8,31.4,60,14,0.5
4471,1004.9,31.4,60,13,1.6
4472,1004.8,31.9,61,14,0.6
4473,1005.3,31.5,64,14,0.8
4474,1005.5,32.2,63,1,1.0
4475,1005.8,33.5,62,15,0.7
4476,1006.2,35.1,59,13,0.9
4477,1006.6,32.0,65,14,1.3
4478,1007.3,32.2,63,5,1.2
4479,1007.8,31.1,64,9,1.6
4480,1008.0,29.3,68,8,0.5
4481,1007.7,28.2,69,9,0.7
4482,1006.8,27.4,69,9,1.2
4483,1005.9,27.2,72,9,1.1
4484,1005.5,27.3,71,7,1.0
4485,1006.0,27.6,68,7,1.5
4486,1006.7,27.8,67,8,2.0
4487,1007.4,28.5,65,10,1.4
4488,1006.8,28.5,69,9,0.9
4489,1008.6,29.3,65,10,1.3
4490,1008.6,29.9,61,10,1.4
4491,1007.8,29.8,59,9,1.4
4492,1007.7,30.0,67,9,1.1
4493,1007.4,30.5,68,7,1.7
4494,1006.6,30.8,67,4,2.4
4495,1006.2,31.6,65,2,3.1
4496,1005.7,32.6,63,3,3.5
4497,1005.9,33.7,58,15,1.6
4498,1006.0,34.8,58,14,1.5
4499,1006.6,34.4,58,14,0.3
4500,1006.7,34.3,54,9,0.5
4501,1006.9,33.2,56,10,0.4
4502,1007.0,32.9,62,17,0.2
4503,1007.3,30.2,68,4,1.4
4504,1007.4,29.7,69,5,1.1
4505,1007.6,28.0,71,4,0.6
4506,1007.4,26.9,72,8,1.4
4507,1006.8,26.8,72,8,1.4
4508,1006.4,26.9,71,8,1.4
4509,1006.5,27.3,70,8,1.8
4510,1006.4,27.4,72,8,1.6
4511,1006.8,27.6,72,7,1.5
4512,1008.2,28.6,65,9,1.2
4513,1008.0,28.0,73,9,1.2
4514,1008.2,28.2,71,3,1.7
4515,1008.2,28.2,72,5,1.7
4516,1007.7,28.2,71,5,2.3
4517,1007.0,30.0,68,1,1.6
4518,1006.5,30.4,70,15,0.7
4519,1005.9,31.5,67,13,0.8
4520,1005.5,32.1,60,13,2.6
4521,1005.2,32.7,60,13,2.5
4522,1005.2,34.9,57,13,1.6
4523,1005.2,34.6,57,13,3.0
4524,1005.0,34.7,52,12,3.2
4525,1005.6,33.8,56,9,2.0
4526,1005.9,32.8,60,10,2.5
4527,1006.1,31.0,63,12,2.6
4528,1006.2,30.6,64,14,0.9
4529,1005.9,29.0,72,17,0.2
4530,1005.3,28.1,74,8,0.5
4531,1005.2,28.1,73,8,1.1
4532,1005.5,28.1,73,8,1.7
4533,1005.5,28.6,71,8,0.3
4534,1005.2,28.5,71,8,0.6
4535,1005.5,28.4,72,9,0.5
4536,1007.4,27.9,72,7,0.9
4537,1006.6,28.5,70,14,2.4
4538,1005.9,30.6,64,1,1.5
4539,1005.6,30.8,64,4,1.9
4540,1004.5,30.7,64,3,2.4
4541,1003.5,31.7,61,15,0.6
4542,1003.0,31.9,59,11,2.0
4543,1003.0,32.9,56,12,3.6
4544,1002.7,33.5,57,12,1.9
4545,1002.1,34.6,56,13,2.6
4546,1002.4,35.0,53,12,3.5
4547,1002.7,34.8,52,11,3.2
4548,1003.4,34.4,53,11,2.3
4549,1003.9,33.9,54,11,3.2
4550,1003.9,33.2,55,12,1.8
4551,1004.0,31.8,60,12,1.7
4552,1004.4,29.6,67,11,0.7
4553,1003.8,28.4,70,6,1.1
4554,1003.6,27.8,72,5,1.2
4555,1003.7,27.9,72,7,1.1
4556,1003.7,28.2,72,8,1.0
4557,1003.5,28.5,72,10,0.7
4558,1003.2,28.6,73,8,0.9
4559,1003.2,29.2,70,9,0.8
4560,1006.2,28.3,71,16,0.9
4561,1003.6,29.9,69,10,1.2
4562,1003.7,30.3,66,8,0.9
4563,1003.0,30.7,62,9,1.5
4564,1002.7,31.0,62,12,1.5
4565,1001.8,31.1,61,11,1.6
4566,1001.5,31.7,59,13,2.0
4567,1001.2,32.1,58,13,3.9
4568,1000.9,33.0,57,13,3.7
4569,1001.1,33.2,58,12,4.3
4570,1001.1,34.1,56,13,3.8
4571,1001.5,34.1,56,13,4.4
4572,1001.7,33.9,55,12,4.3
4573,1001.9,33.5,55,12,4.9
4574,1002.3,32.4,60,12,2.8
4575,1002.3,31.3,60,12,3.4
4576,1002.1,29.6,65,11,2.2
4577,1001.9,28.0,73,8,0.6
4578,1001.8,27.2,74,7,1.4
4579,1001.3,27.4,73,6,1.4
4580,1001.5,27.5,74,7,1.6
4581,1001.6,27.9,72,17,0.2
4582,1001.5,27.9,72,8,1.0
4583,1001.8,28.3,71,9,0.8
4584,1003.5,29.3,71,10,1.1
4585,1003.1,28.9,68,6,1.1
4586,1003.1,29.5,66,8,1.0
4587,1002.9,29.8,66,8,1.7
4588,1002.3,30.8,62,10,1.4
4589,1001.5,31.0,62,12,2.9
4590,1001.4,31.5,61,13,2.9
4591,1000.6,32.3,62,12,1.2
4592,1000.3,32.8,62,13,3.4
4593,1000.9,33.1,60,12,3.7
4594,1000.9,33.6,60,13,4.4
4595,1001.4,34.1,60,13,3.7
4596,1001.8,34.1,56,13,3.2
4597,1002.4,33.7,56,11,2.0
4598,1002.7,33.5,56,13,4.0
4599,1003.0,32.2,60,12,2.2
4600,1003.2,29.9,69,9,0.6
4601,1002.6,28.2,73,7,0.9
4602,1002.1,27.3,74,7,1.1
4603,1001.8,27.1,75,10,0.8
4604,1001.6,27.4,76,8,1.2
4605,1002.1,27.6,74,8,1.3
4606,1002.7,27.6,75,4,0.9
4607,1003.2,28.1,73,8,1.6
4608,1002.6,28.5,70,8,0.7
4609,1003.9,28.6,72,8,1.5
4610,1004.3,28.9,72,7,1.4
4611,1004.5,28.9,70,8,2.8
4612,1004.2,30.0,68,8,0.8
4613,1003.9,30.8,62,13,2.0
4614,1003.3,30.9,63,12,2.2
4615,1002.6,31.1,64,13,1.5
4616,1002.7,31.9,63,13,1.3
4617,1003.3,32.4,62,15,0.8
4618,1003.2,32.1,65,15,1.6
4619,1003.4,33.3,63,15,1.5
4620,1004.2,35.1,57,16,1.5
4621,1004.6,34.4,54,12,0.9
4622,1004.8,32.9,59,11,2.1
4623,1005.0,31.7,67,11,0.6
4624,1005.4,29.5,73,7,0.8
4625,1005.4,27.7,74,8,0.9
4626,1005.4,26.7,74,7,0.9
4627,1005.0,26.7,74,8,0.8
4628,1004.9,27.0,73,8,1.9
4629,1004.8,27.4,73,8,1.7
4630,1005.1,27.6,74,9,1.0
4631,1005.6,27.9,75,9,1.4
4632,1003.7,28.2,73,8,1.5
4633,1006.4,29.1,71,8,1.1
4634,1006.4,29.4,65,5,1.7
4635,1006.3,29.7,63,6,1.4
4636,1006.0,29.9,63,5,1.1
4637,1005.2,30.1,61,4,2.9
4638,1004.9,30.4,61,3,2.7
4639,1004.3,30.9,62,3,3.1
4640,1003.9,30.6,63,3,4.2
4641,1004.1,31.2,63,3,2.6
4642,1004.3,32.7,62,14,0.7
4643,1004.2,34.1,54,13,1.7
4644,1004.6,34.0,52,11,2.2
4645,1005.2,33.5,56,13,0.8
4646,1005.6,33.0,60,8,0.6
4647,1005.6,31.3,66,9,0.4
4648,1005.1,28.7,71,7,0.6
4649,1004.9,27.0,75,8,1.3
4650,1004.7,26.0,75,8,2.3
4651,1003.9,25.7,77,8,1.6
4652,1003.9,26.0,77,7,1.3
4653,1004.1,26.2,77,8,1.5
4654,1004.5,26.6,76,8,1.4
4655,1004.2,26.8,76,5,0.5
4656,1006.0,27.9,75,4,0.5
4657,1005.4,27.7,75,7,1.1
4658,1005.5,28.6,70,7,0.4
4659,1004.9,29.0,69,6,1.1
4660,1004.2,28.9,74,2,1.4
4661,1003.2,29.8,70,9,0.3
4662,1002.3,30.9,66,12,1.9
4663,1001.6,32.0,63,13,2.0
4664,1001.4,32.3,63,13,1.6
4665,1001.3,33.0,58,13,2.3
4666,1001.5,34.7,50,13,2.4
4667,1002.0,33.0,51,10,0.9
4668,1002.7,32.7,54,9,1.3
4669,1003.1,31.2,62,12,0.4
4670,1003.7,30.7,68,17,0.2
4671,1003.9,28.9,70,9,1.4
4672,1003.5,28.0,73,9,0.9
4673,1002.6,27.2,75,6,0.6
4674,1002.3,26.6,76,8,1.0
4675,1001.9,26.7,75,5,1.6
4676,1001.9,26.7,75,8,1.0
4677,1001.6,26.8,75,8,0.8
4678,1001.9,27.0,75,6,1.1
4679,1002.1,27.4,73,5,0.7
4680,1005.0,27.3,76,7,1.1
4681,1002.3,27.8,72,6,1.5
4682,1002.6,28.8,68,9,1.2
4683,1002.0,29.5,63,12,1.0
4684,1001.3,29.7,62,12,1.3
4685,1000.3,30.3,60,13,1.5
4686,1000.2,30.9,57,13,2.8
4687,999.8,32.1,48,13,3.6
4688,999.6,32.8,47,13,2.9
4689,999.8,33.3,46,12,3.0
4690,1000.1,33.7,46,13,3.8
4691,1000.3,33.8,49,11,2.7
4692,1000.8,32.0,53,10,3.4
4693,1001.2,32.4,56,12,3.0
4694,1001.5,29.4,65,8,1.4
4695,1002.0,27.8,70,6,0.3
4696,1002.2,26.9,69,8,1.1
4697,1001.8,25.6,75,9,1.1
4698,1001.4,25.3,75,6,1.5
4699,1000.4,24.6,82,17,0.2
4700,1000.2,25.0,79,7,1.0
4701,1001.1,25.3,77,8,1.5
4702,1001.2,25.4,79,17,0.1
4703,1001.8,25.7,78,7,1.3
4704,1002.1,27.6,72,8,1.1
4705,1003.1,26.7,78,7,1.2
4706,1003.2,27.0,79,2,0.4
4707,1002.5,27.0,79,6,2.4
4708,1002.5,27.1,81,8,1.1
4709,1002.3,27.6,79,8,2.0
4710,1001.8,28.3,73,9,1.0
4711,1001.7,29.4,69,8,1.4
4712,1000.9,29.2,69,9,0.4
4713,1001.1,30.1,65,11,1.9
4714,1001.6,29.9,71,9,0.6
4715,1002.2,28.7,74,11,1.6
4716,1002.5,28.6,73,13,3.7
4717,1003.8,28.0,85,17,0.1
4718,1003.6,27.2,87,6,0.5
4719,1003.3,26.1,91,17,0.2
4720,1002.9,24.9,89,10,0.5
4721,1003.1,24.2,92,8,1.1
4722,1003.5,23.9,92,11,0.5
4723,1003.5,23.7,92,11,1.0
4724,1002.8,23.7,92,2,0.9
4725,1003.0,23.6,93,6,0.6
4726,1003.4,23.7,92,17,0.2
4727,1003.6,23.7,92,8,0.8
4728,1002.4,26.0,78,7,0.8
4729,1004.5,23.5,91,3,0.4
4730,1004.4,23.7,90,6,0.8
4731,1003.8,23.4,90,9,0.5
4732,1003.3,23.4,90,16,0.9
4733,1003.0,23.8,88,15,0.9
4734,1003.4,24.6,90,17,0.2
4735,1002.6,24.8,91,16,0.8
4736,1002.3,25.1,89,15,0.8
4737,1001.9,25.6,88,3,1.0
4738,1002.1,26.1,88,3,1.0
4739,1002.4,26.0,88,3,1.9
4740,1002.9,25.5,87,4,2.7
4741,1003.2,25.9,88,3,3.0
4742,1003.7,24.7,90,4,2.4
4743,1003.6,23.8,89,3,1.8
4744,1003.9,23.4,89,3,2.8
4745,1004.2,23.1,89,4,1.8
4746,1003.6,23.0,87,4,2.8
4747,1002.9,23.2,86,3,3.2
4748,1002.6,23.2,88,3,4.0
4749,1002.4,23.0,89,3,3.3
4750,1002.7,22.8,89,3,3.5
4751,1003.0,22.6,90,3,3.4
4752,1004.0,23.6,91,7,0.4
4753,1004.5,22.5,89,4,2.0
4754,1005.4,22.3,89,5,1.6
4755,1004.3,22.5,88,4,3.1
4756,1004.1,22.4,89,5,1.9
4757,1003.4,22.5,88,5,2.3
4758,1003.0,22.4,88,5,1.9
4759,1002.9,22.9,90,6,1.6
4760,1002.1,22.9,89,4,2.7
4761,1001.8,23.0,87,5,3.6
4762,1001.8,23.1,87,5,3.7
4763,1001.6,23.4,87,3,3.7
4764,1001.9,24.5,91,6,2.0
4765,1001.6,25.2,89,10,0.4
4766,1001.5,25.2,88,13,1.3
4767,1001.4,24.7,89,13,1.4
4768,1000.7,24.4,90,13,0.3
4769,1000.1,24.0,92,9,0.5
4770,999.9,23.9,92,4,0.3
4771,999.9,23.7,92,6,1.1
4772,1000.2,23.8,92,10,0.9
4773,1000.0,23.7,91,9,0.5
4774,1000.4,23.7,91,10,0.9
4775,1000.7,23.8,91,7,0.3
4776,1003.8,22.7,88,4,2.3
4777,1001.4,24.1,91,7,0.5
4778,1002.1,24.1,90,7,1.0
4779,1001.8,24.2,90,9,1.0
4780,1001.7,24.2,89,6,1.3
4781,1001.8,24.4,89,4,0.4
4782,1001.6,24.5,88,7,0.3
4783,1001.7,24.1,89,5,1.4
4784,1001.6,24.0,89,6,2.6
4785,1002.0,24.3,86,3,3.2
4786,1002.3,25.3,87,3,2.9
4787,1002.6,26.3,90,16,1.6
4788,1003.3,26.0,89,13,0.3
4789,1003.5,25.7,87,13,1.0
4790,1003.7,25.0,91,2,0.7
4791,1004.1,23.4,90,4,1.1
4792,1003.7,23.2,91,4,1.1
4793,1003.5,23.0,91,5,0.4
4794,1002.9,22.7,91,17,0.2
4795,1002.9,22.8,91,7,0.8
4796,1003.0,22.6,91,2,0.8
4797,1003.3,22.6,90,9,0.6
4798,1003.4,22.5,90,6,0.9
4799,1004.2,22.3,91,4,0.9
4800,1001.2,24.0,91,9,0.9
4801,1005.9,22.4,89,5,0.9
4802,1006.0,22.3,88,4,1.7
4803,1006.0,22.3,87,3,3.3
4804,1005.7,22.5,87,4,3.1
4805,1005.1,22.7,87,3,3.7
4806,1005.0,22.5,87,2,2.3
4807,1004.7,22.7,87,4,2.4
4808,1004.8,22.8,88,4,2.7
4809,1005.2,23.0,87,3,3.5
4810,1005.3,23.2,89,5,1.2
4811,1005.7,22.9,90,3,0.9
4812,1006.1,23.0,87,4,1.8
4813,1006.7,22.7,88,3,2.3
4814,1006.8,22.2,87,3,2.6
4815,1006.7,22.1,87,3,2.3
4816,1006.7,22.0,86,4,2.6
4817,1006.3,22.3,86,4,3.3
4818,1006.1,22.5,86,6,2.2
4819,1005.8,22.4,86,5,2.2
4820,1005.6,22.7,86,6,1.9
4821,1005.3,22.6,85,5,2.4
4822,1005.6,22.6,86,3,1.8
4823,1005.6,23.3,86,5,1.3
4824,1004.9,22.4,89,5,1.8
4825,1006.5,23.5,86,4,1.4
4826,1006.8,23.5,86,3,2.0
4827,1006.4,24.0,85,3,2.4
4828,1006.6,24.0,88,5,1.3
4829,1006.4,24.3,88,8,0.6
4830,1005.6,24.8,85,9,1.2
4831,1005.0,25.1,86,17,0.2
4832,1004.7,25.1,87,13,1.5
4833,1004.5,24.5,87,9,4.4
4834,1004.0,24.7,88,13,0.7
4835,1004.0,25.0,87,14,0.7
4836,1003.5,24.8,86,14,0.4
4837,1003.8,25.1,85,13,2.0
4838,1004.7,25.7,83,12,3.2
4839,1005.1,25.3,85,11,3.1
4840,1004.5,25.3,85,13,2.8
4841,1004.4,25.9,86,15,0.7
4842,1003.0,26.2,85,17,0.2
4843,1002.2,26.5,82,5,0.5
4844,1002.4,26.5,82,5,0.8
4845,1002.4,26.4,82,5,1.1
4846,1002.3,26.6,82,6,0.8
4847,1003.3,26.6,84,7,1.1
4848,1006.0,23.0,85,3,2.4
4849,1004.8,26.9,84,6,1.2
4850,1004.8,27.1,84,8,0.8
4851,1004.7,26.8,85,4,0.8
4852,1004.5,26.9,85,17,0.1
4853,1004.5,26.7,86,4,1.2
4854,1004.4,26.3,85,5,0.5
4855,1004.6,25.6,86,1,2.8
4856,1004.4,25.7,84,3,3.0
4857,1004.8,27.3,84,2,2.2
4858,1004.1,30.2,72,15,2.2
4859,1004.7,33.2,62,15,1.1
4860,1005.0,32.1,63,16,0.9
4861,1005.8,32.7,62,1,1.0
4862,1005.6,32.3,64,4,1.0
4863,1006.0,30.9,72,4,0.8
4864,1006.4,29.0,78,7,0.8
4865,1006.5,26.9,81,17,0.1
4866,1006.2,25.8,81,8,1.2
4867,1005.8,25.4,83,17,0.1
4868,1005.5,25.4,82,8,2.3
4869,1005.8,25.4,83,7,0.8
4870,1005.9,25.4,85,6,0.5
4871,1006.5,25.5,86,8,1.1
4872,1004.2,26.5,85,7,0.8
4873,1007.1,25.5,87,8,0.6
4874,1006.6,25.6,85,7,1.5
4875,1006.1,25.6,86,9,1.3
4876,1006.4,25.3,87,1,0.9
4877,1006.2,25.2,83,8,1.8
4878,1006.5,25.1,84,16,0.8
4879,1005.7,25.4,81,7,2.5
4880,1004.5,27.0,84,5,2.8
4881,1004.0,27.7,84,9,2.2
4882,1004.1,29.3,79,14,2.5
4883,1004.1,32.6,68,14,1.0
4884,1004.9,34.5,63,16,0.8
4885,1005.3,32.4,66,12,0.6
4886,1005.9,32.3,67,10,0.9
4887,1006.1,30.5,70,8,0.9
4888,1006.0,28.8,75,8,1.9
4889,1005.7,26.7,79,8,1.4
4890,1005.3,26.1,79,8,1.3
4891,1004.8,25.6,80,8,1.2
4892,1004.8,25.8,83,9,1.0
4893,1005.0,25.9,84,7,0.4
4894,1004.7,25.7,84,8,1.1
4895,1005.0,25.7,83,7,1.7
4896,1007.2,25.4,86,6,1.0
4897,1006.1,26.2,83,8,1.9
4898,1006.1,26.2,87,9,0.6
4899,1005.6,26.2,85,7,1.1
4900,1005.6,26.0,86,9,0.9
4901,1005.4,26.4,85,7,0.9
4902,1004.6,27.2,82,8,2.4
4903,1003.7,26.8,82,8,1.6
4904,1004.1,26.7,81,9,2.2
4905,1004.0,27.6,78,6,4.4
4906,1003.5,31.6,69,1,1.7
4907,1003.9,32.6,66,15,1.7
4908,1004.3,33.2,66,15,2.6
4909,1004.6,33.7,64,13,1.9
4910,1004.7,33.3,64,12,0.9
4911,1004.6,31.9,69,14,0.3
4912,1004.9,30.1,73,9,0.9
4913,1004.7,28.2,78,9,0.8
4914,1004.4,26.8,81,5,0.7
4915,1003.6,26.5,82,8,0.7
4916,1003.5,26.8,80,8,1.5
4917,1003.5,27.0,80,9,1.2
4918,1003.9,27.2,82,8,1.3
4919,1004.4,27.3,81,8,1.6
4920,1005.3,26.2,80,8,2.2
4921,1005.1,27.8,81,5,1.1
4922,1005.4,28.1,82,7,0.9
4923,1005.0,28.2,81,5,0.9
4924,1004.8,28.4,83,7,0.8
4925,1004.7,28.4,82,6,1.7
4926,1004.4,28.3,83,4,1.5
4927,1004.7,27.7,84,6,1.8
4928,1004.6,28.2,80,5,2.1
